                                                                                                                                                                
{'loss': 2.3475, 'grad_norm': 0.8685447573661804, 'learning_rate': 1.4999999999999999e-05, 'epoch': 0.01}
{'loss': 0.0297, 'grad_norm': 0.035096392035484314, 'learning_rate': 2.2959183673469387e-05, 'epoch': 4.93}
{'loss': 0.0297, 'grad_norm': 0.041012730449438095, 'learning_rate': 2.2653061224489794e-05, 'epoch': 4.94}
{'loss': 0.0296, 'grad_norm': 0.03541828319430351, 'learning_rate': 2.2346938775510205e-05, 'epoch': 4.94}
{'loss': 0.0276, 'grad_norm': 0.03304571285843849, 'learning_rate': 2.2040816326530613e-05, 'epoch': 4.95}
{'loss': 0.0298, 'grad_norm': 0.042966101318597794, 'learning_rate': 2.1734693877551017e-05, 'epoch': 4.95}
{'loss': 0.0285, 'grad_norm': 0.04009433835744858, 'learning_rate': 2.1428571428571425e-05, 'epoch': 4.96}
{'loss': 0.0288, 'grad_norm': 0.04028875380754471, 'learning_rate': 2.1122448979591836e-05, 'epoch': 4.97}
{'loss': 0.0284, 'grad_norm': 0.0324544757604599, 'learning_rate': 2.0816326530612243e-05, 'epoch': 4.97}
{'loss': 0.0284, 'grad_norm': 0.030225180089473724, 'learning_rate': 2.051020408163265e-05, 'epoch': 4.98}
{'loss': 0.0286, 'grad_norm': 0.02878006175160408, 'learning_rate': 2.020408163265306e-05, 'epoch': 4.98}
{'loss': 0.0279, 'grad_norm': 0.03597795590758324, 'learning_rate': 1.989795918367347e-05, 'epoch': 4.99}
{'loss': 0.0289, 'grad_norm': 0.030226493254303932, 'learning_rate': 1.9591836734693877e-05, 'epoch': 4.99}
{'loss': 0.0296, 'grad_norm': 0.03566659614443779, 'learning_rate': 1.928571428571428e-05, 'epoch': 5.0}
{'loss': 0.0423, 'grad_norm': 0.049217339605093, 'learning_rate': 1.897959183673469e-05, 'epoch': 5.0}
{'loss': 0.0289, 'grad_norm': 0.03849392384290695, 'learning_rate': 1.86734693877551e-05, 'epoch': 5.01}
{'loss': 0.0279, 'grad_norm': 0.03144259378314018, 'learning_rate': 1.8367346938775508e-05, 'epoch': 5.01}
{'loss': 0.028, 'grad_norm': 0.028497952967882156, 'learning_rate': 1.8061224489795916e-05, 'epoch': 5.02}
{'loss': 0.0282, 'grad_norm': 0.02173028141260147, 'learning_rate': 1.7755102040816327e-05, 'epoch': 5.02}
{'loss': 0.0295, 'grad_norm': 0.02888339012861252, 'learning_rate': 1.744897959183673e-05, 'epoch': 5.03}
{'loss': 0.0287, 'grad_norm': 0.038732025772333145, 'learning_rate': 1.7142857142857142e-05, 'epoch': 5.03}
{'loss': 0.0283, 'grad_norm': 0.029040144756436348, 'learning_rate': 1.683673469387755e-05, 'epoch': 5.04}
{'loss': 0.0294, 'grad_norm': 0.03523925319314003, 'learning_rate': 1.6530612244897957e-05, 'epoch': 5.05}
{'loss': 0.0287, 'grad_norm': 0.03059348650276661, 'learning_rate': 1.6224489795918368e-05, 'epoch': 5.05}
{'loss': 0.0292, 'grad_norm': 0.029169360175728798, 'learning_rate': 1.5918367346938772e-05, 'epoch': 5.06}
{'loss': 0.0283, 'grad_norm': 0.025896072387695312, 'learning_rate': 1.5612244897959183e-05, 'epoch': 5.06}
{'loss': 0.028, 'grad_norm': 0.03082248568534851, 'learning_rate': 1.530612244897959e-05, 'epoch': 5.07}
{'loss': 0.0284, 'grad_norm': 0.030374843627214432, 'learning_rate': 1.4999999999999999e-05, 'epoch': 5.07}
{'loss': 0.0289, 'grad_norm': 0.03266839310526848, 'learning_rate': 1.4693877551020406e-05, 'epoch': 5.08}
{'loss': 0.0287, 'grad_norm': 0.03700733184814453, 'learning_rate': 1.4387755102040814e-05, 'epoch': 5.08}
{'loss': 0.029, 'grad_norm': 0.03294340521097183, 'learning_rate': 1.4081632653061223e-05, 'epoch': 5.09}
{'loss': 0.0297, 'grad_norm': 0.027376003563404083, 'learning_rate': 1.3775510204081633e-05, 'epoch': 5.09}
{'loss': 0.0284, 'grad_norm': 0.027472475543618202, 'learning_rate': 1.3469387755102039e-05, 'epoch': 5.1}
{'loss': 0.0289, 'grad_norm': 0.035383936017751694, 'learning_rate': 1.3163265306122448e-05, 'epoch': 5.1}
{'loss': 0.0289, 'grad_norm': 0.03541385754942894, 'learning_rate': 1.2857142857142856e-05, 'epoch': 5.11}
{'loss': 0.0276, 'grad_norm': 0.03376742824912071, 'learning_rate': 1.2551020408163265e-05, 'epoch': 5.11}
{'loss': 0.0285, 'grad_norm': 0.03240418806672096, 'learning_rate': 1.224489795918367e-05, 'epoch': 5.12}
{'loss': 0.0278, 'grad_norm': 0.029595088213682175, 'learning_rate': 1.193877551020408e-05, 'epoch': 5.13}
{'loss': 0.028, 'grad_norm': 0.028452003374695778, 'learning_rate': 1.163265306122449e-05, 'epoch': 5.13}
{'loss': 0.0291, 'grad_norm': 0.03803950175642967, 'learning_rate': 1.1326530612244897e-05, 'epoch': 5.14}
{'loss': 0.0283, 'grad_norm': 0.029252832755446434, 'learning_rate': 1.1020408163265306e-05, 'epoch': 5.14}
{'loss': 0.0284, 'grad_norm': 0.034192878752946854, 'learning_rate': 1.0714285714285712e-05, 'epoch': 5.15}
{'loss': 0.0295, 'grad_norm': 0.030752012506127357, 'learning_rate': 1.0408163265306122e-05, 'epoch': 5.15}
{'loss': 0.028, 'grad_norm': 0.037976063787937164, 'learning_rate': 1.010204081632653e-05, 'epoch': 5.16}
{'loss': 0.0286, 'grad_norm': 0.029584510251879692, 'learning_rate': 9.795918367346939e-06, 'epoch': 5.16}
{'loss': 0.0288, 'grad_norm': 0.03269524499773979, 'learning_rate': 9.489795918367345e-06, 'epoch': 5.17}
{'loss': 0.0291, 'grad_norm': 0.03342892602086067, 'learning_rate': 9.183673469387754e-06, 'epoch': 5.17}
{'loss': 0.0281, 'grad_norm': 0.03311007097363472, 'learning_rate': 8.877551020408163e-06, 'epoch': 5.18}
{'loss': 0.0279, 'grad_norm': 0.030687658116221428, 'learning_rate': 8.571428571428571e-06, 'epoch': 5.18}
{'loss': 0.0287, 'grad_norm': 0.023817693814635277, 'learning_rate': 8.265306122448979e-06, 'epoch': 5.19}
{'loss': 0.0277, 'grad_norm': 0.03192197158932686, 'learning_rate': 7.959183673469386e-06, 'epoch': 5.19}
{'loss': 0.0283, 'grad_norm': 0.0267812367528677, 'learning_rate': 7.653061224489796e-06, 'epoch': 5.2}
{'loss': 0.0277, 'grad_norm': 0.03795809671282768, 'learning_rate': 7.346938775510203e-06, 'epoch': 5.21}
{'loss': 0.0295, 'grad_norm': 0.035470589995384216, 'learning_rate': 7.040816326530612e-06, 'epoch': 5.21}
{'loss': 0.0285, 'grad_norm': 0.03740116208791733, 'learning_rate': 6.734693877551019e-06, 'epoch': 5.22}
{'loss': 0.0285, 'grad_norm': 0.03147875890135765, 'learning_rate': 6.428571428571428e-06, 'epoch': 5.22}
{'loss': 0.0287, 'grad_norm': 0.028485458344221115, 'learning_rate': 6.122448979591835e-06, 'epoch': 5.23}
{'loss': 0.0284, 'grad_norm': 0.038255032151937485, 'learning_rate': 5.816326530612245e-06, 'epoch': 5.23}
{'loss': 0.0274, 'grad_norm': 0.02602141909301281, 'learning_rate': 5.510204081632653e-06, 'epoch': 5.24}
{'loss': 0.0282, 'grad_norm': 0.0324857160449028, 'learning_rate': 5.204081632653061e-06, 'epoch': 5.24}
{'loss': 0.028, 'grad_norm': 0.03342469036579132, 'learning_rate': 4.897959183673469e-06, 'epoch': 5.25}
{'loss': 0.029, 'grad_norm': 0.0333993025124073, 'learning_rate': 4.591836734693877e-06, 'epoch': 5.25}
{'loss': 0.0287, 'grad_norm': 0.029299862682819366, 'learning_rate': 4.2857142857142855e-06, 'epoch': 5.26}
{'loss': 0.0282, 'grad_norm': 0.03056974709033966, 'learning_rate': 3.979591836734693e-06, 'epoch': 5.26}
{'loss': 0.0289, 'grad_norm': 0.02853992208838463, 'learning_rate': 3.6734693877551016e-06, 'epoch': 5.27}
{'loss': 0.028, 'grad_norm': 0.029877565801143646, 'learning_rate': 3.3673469387755096e-06, 'epoch': 5.27}
{'loss': 0.0279, 'grad_norm': 0.027915654703974724, 'learning_rate': 3.0612244897959177e-06, 'epoch': 5.28}
{'loss': 0.0285, 'grad_norm': 0.03666472062468529, 'learning_rate': 2.7551020408163266e-06, 'epoch': 5.29}
{'loss': 0.0281, 'grad_norm': 0.03538575768470764, 'learning_rate': 2.4489795918367347e-06, 'epoch': 5.29}
{'loss': 0.0277, 'grad_norm': 0.0308410432189703, 'learning_rate': 2.1428571428571427e-06, 'epoch': 5.3}
{'loss': 0.0282, 'grad_norm': 0.04143911227583885, 'learning_rate': 1.8367346938775508e-06, 'epoch': 5.3}
{'loss': 0.0288, 'grad_norm': 0.03616171330213547, 'learning_rate': 1.5306122448979589e-06, 'epoch': 5.31}
{'loss': 0.0284, 'grad_norm': 0.02916841022670269, 'learning_rate': 1.2244897959183673e-06, 'epoch': 5.31}
{'loss': 0.0285, 'grad_norm': 0.03438007831573486, 'learning_rate': 9.183673469387754e-07, 'epoch': 5.32}
{'loss': 0.0292, 'grad_norm': 0.035467032343149185, 'learning_rate': 6.122448979591837e-07, 'epoch': 5.32}
{'loss': 0.0283, 'grad_norm': 0.03504649177193642, 'learning_rate': 3.0612244897959183e-07, 'epoch': 5.33}
{'loss': 0.0284, 'grad_norm': 0.025151748210191727, 'learning_rate': 0.0, 'epoch': 5.33}
{'train_runtime': 8795.5198, 'train_samples_per_second': 0.91, 'train_steps_per_second': 0.114, 'train_loss': 0.05585845926962793, 'epoch': 5.33}
8795.5198 seconds used for training.
146.59 minutes used for training.
Peak reserved memory = 7.1 GB.
Peak reserved memory for training = 1.116 GB.
Peak reserved memory % of max memory = 48.868 %.
Peak reserved memory for training % of max memory = 7.681 %.
['<|begin_of_text|>You are a professional Russian-speaking AI assistant with '
 'deep expertise in providing accurate and helpful information from your '
 'training dataset.\n'
 '\n'
 '### Role and Capabilities:\n'
 '- Отвечаю максимально четко и по существу\n'
 '- Использую знания из обучающего датасета\n'
 '- Всегда даю ответ на русском языке\n'
 '- При необходимости структурирую информацию\n'
 '- Могу запрашивать уточнения, если вопрос неясен\n'
 '\n'
 '### Instruction:\n'
 'Ask if the client needs help with formulating specific chatbot '
 'functionalities\n'
 '\n'
 '### Input:\n'
 'Хочу чат-бота для моего бизнеса.\n'
 '\n'
 '### Response Format:\n'
 '- Прямой ответ на вопрос\n'
 '- Дополнительные пояснения при необходимости\n'
 '- Примеры или детали из датасета, если уместно\n'
 '- Структурированные списки для сложной информации\n'
 '- Заключение или следующие шаги\n'
 '\n'
 '### Response:\n'
 'Чат-бот сможет обеспечить ускорение процесса ответа на часто задаваемые '
 'вопросы и облегчит взаимодействие с вашей клиентской базой.<|eot_id|>']
